data_hora,frame,pessoa_id,caixa,epis_faltando,confianca
2025-11-26T01:20:48.142,0,1,"164,146,537,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.836326539516449
2025-11-26T01:20:50.143,0,2,"160,146,533,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.842096745967865
2025-11-26T01:20:51.161,0,3,"161,148,531,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8679857850074768
2025-11-26T01:20:52.108,0,4,"154,145,531,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8767843246459961
2025-11-26T01:20:53.107,0,5,"156,146,529,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8680325150489807
2025-11-26T01:20:54.120,0,6,"160,148,529,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8677021861076355
2025-11-26T01:20:55.140,0,7,"120,152,533,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.813022792339325
2025-11-26T01:20:56.101,0,8,"6,152,530,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.7742370367050171
2025-11-26T01:20:56.101,0,9,"177,147,533,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.6484375
2025-11-26T01:20:57.132,0,10,"174,151,537,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8446854948997498
2025-11-26T01:20:58.114,0,11,"173,151,535,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8290340304374695
2025-11-26T01:20:59.068,0,12,"173,151,534,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.851425290107727
2025-11-26T01:21:00.048,0,13,"168,151,534,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.7846882939338684
2025-11-26T01:21:01.108,0,14,"196,144,512,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9054104685783386
2025-11-26T01:21:02.147,0,15,"168,140,525,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9140953421592712
2025-11-26T01:21:03.216,0,16,"182,141,538,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9180652499198914
2025-11-26T01:21:04.266,0,17,"192,142,538,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9188982248306274
2025-11-26T01:21:05.337,0,18,"195,144,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9053763747215271
2025-11-26T01:21:06.407,0,19,"194,144,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8927933573722839
2025-11-26T01:21:07.409,0,20,"194,144,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8963789343833923
2025-11-26T01:21:08.443,0,21,"193,142,542,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9076875448226929
2025-11-26T01:21:09.504,0,22,"193,143,540,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9036719799041748
2025-11-26T01:21:10.517,0,23,"192,144,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.90492182970047
2025-11-26T01:21:11.524,0,24,"193,143,540,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9063425064086914
2025-11-26T01:21:12.513,0,25,"192,143,540,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9141747355461121
2025-11-26T01:21:13.491,0,26,"192,143,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9142636060714722
2025-11-26T01:21:14.438,0,27,"192,143,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9067917466163635
2025-11-26T01:21:15.340,0,28,"191,143,540,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.889959990978241
2025-11-26T01:21:16.235,0,29,"192,143,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9028018116950989
2025-11-26T01:21:17.174,0,30,"192,143,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8983114361763
2025-11-26T01:21:18.181,0,31,"191,143,540,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9027959108352661
2025-11-26T01:21:19.217,0,32,"192,142,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9190607070922852
2025-11-26T01:21:20.227,0,33,"192,142,539,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8993474841117859
2025-11-26T01:21:21.370,0,34,"0,136,598,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8923909664154053
2025-11-26T01:21:22.532,0,35,"6,97,635,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.9144517779350281
2025-11-26T01:21:23.580,0,36,"1,89,548,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.871764600276947
2025-11-26T01:21:24.702,0,37,"3,90,552,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8719853162765503
2025-11-26T01:21:25.743,0,38,"2,94,551,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8858315944671631
2025-11-26T01:21:26.976,0,39,"1,95,547,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8874045610427856
2025-11-26T01:21:28.025,0,40,"0,103,510,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8928945660591125
2025-11-26T01:21:29.064,0,41,"1,134,561,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8713270425796509
2025-11-26T01:21:30.072,0,42,"89,128,508,478",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8034252524375916
2025-11-26T01:21:31.092,0,43,"151,103,526,479",helmet;hardhat;glove;gloves;goggle;glasses;vest,0.8480595350265503
